reviews,Sentiment
"These earrings are GORGEOUS!!!  I had trouble with the top part slipping down, but Ilona was able to fashion a pair with clips for me.  The clips hold the earrings perfectly in place, so I don't have to worry about them sliding on my wedding day.  These are the most gorgeous, sparkly earrings and will be perfect for my big day.  Ilona was fantastic to work with, too!",1
"I looked for weeks for the perfect set of earrings for my wedding day and stumbled upon these, they were absolutely perfect and I still love wearing them for other special occasions. I feel like they looked great in all the pictures, they are gorgeous! I bought a matching necklace for my maid of honor as well.",1
Gorgeous earrings just like the photos provided ! Shipping was super speedy and can't wait to wear these sparkly beauty's for my wedding day !,1
I absolutely love these. They are even more stunning in person and perfect to complete my wedding day look!,1
"These earrings made it to corsica and impressed everyone! Gorgeous elegant but discrete, they were just perfect! Great customer service on top!",1
"I purchased these earrings for my wedding in the Fall and they are beautiful, although I felt like they were too big for my earlobes and didn't fit as well as I would like. I expressed this to the owner and she offered to send me another pair of my choice at no cost. I can tell that she really cares about her customers. I found a new pair of earrings and am so excited to wear them for my wedding!",1
"LOVE LOVE LOVE! Perfect fit, dainty enough. But still a SHOWSTOPPER! I highly recommend this shop. 👍🏽👍🏽",1
"Great communication and great quality, looked absolutely beautiful on my wedding day.",1
I ordered these earrings and received them within a week! The packaging was to die for and the quality of the earrings is phenomenal. I cannot wait to wear them on my wedding day in December!,0
"These earings are beautiful! I love the way they give a sparkle covering your earlobe. They are for pierced ears but have an extra attachment similar to clip ones earings. It secures the earring to the edge of the ear to keep them in place.  Comfortable and BEAUTIFUL!
Great customer service as I exchanged them for white gold to match my wedding dress!",1
These earrings are beautiful!! Perfect for my wedding day!!,1
I can't express my love for these earrings and this shop enough! Iloniti was an amazing communicator and these earrings are perfect and so so so beautiful!,1
"Gorgeous! They are small and simple, yet eye catching and so elegant. They look just like they do in the picture. Came wrapped perfectly.",1
"Quick shipping, great customer service, earrings were beautiful and as expected. The part that clips the top to your ear lobe is adjustable - if it's too tight it pulls back and looks weird, but if it's too loose it will drop down while you're wearing them, it took me a little bit to get them adjusted perfectly, but after that they stayed up, looked beautiful, and were not uncomfortable at all! :-)",1
Gorgeous! The seller was gracious to create my vision by adding a few white opals into the design. i would definitely purchase from this shop again.,1
"Shipped very quickly, high quality.  Excellent packaging.  Even came with extra backs for the earrings which is great because I'm always losing the backs!  I'm so excited to wear these on my wedding day, thank you!",1
"These are great!  Exactly like the photos!  I do wish there had been a picture of the back of the earrings.  What you don't know is there is a twist clasp (probably not the right term for it) at the very top and I assume this is to help keep the earrings on up top b/c they are quite heavy but I've been struggling to twist that on and to get them on properly.  However, I'm not too worried about it and I'm sure it'll work out on the wedding day.  :)",0
Love the way it looks with my engagement ring!,1
I bought these earrings for my wedding! I love the way the crystals are arranged. They have a beautiful sparkle to them! I have multiple piercings on my earlobes - but this earring covers up the rest of the holes! They have an adjustable screw that helps keep the earring on your ear without pinching it! Can’t wait to show them off!,1
This picture doesn’t do these gorgeous earrings justice. I have a small earlobe so I appreciate the added clasp that is adjustable. Packaging and delivery beyond my expectations. Overall exceptional experience. I will definitely buy from her again.,1
These earrings are gorgeous!  They are high-quality and have a small adjustable clamp to hold the climbers to your ear without worrying about them moving at all.  Love love love!,1
These are so beauttiful and they were delivered very fast to Vancouver Canada. Can't wait to wear them on my wedding day,1
"Love these earrings! They're beautiful and fit well. Really fun, and the perfect complement to my simple wedding gown.",1
Got these for my wedding.  I love them.  They catch the light and shine so beautifully!,1
Perfect! Add opals to match my wedding sash.,1
Ces boucles sont tout simplement superbes ! Je ne regrette pas du tout cet achat. L'emballage était vraiment très soigné. Tout était vraiment PARFAIT !,0
"Excellent quality, very well constructed. The earring has a post and earring back like most earrings then has a clamp that clamps onto the middle of your ear to achieve the 'crawler' look. I wasn't sure when I ordered how this was going to work and I was very pleased with how it was put together. Can't wait to wear these for our wedding!",1
"These are even more beautiful in person 😍 Can't wait to wear them on my wedding day!! Will definitely be ordering more, Thank you!",1
"Absolutely stunning and much lighter than I was expecting which is fantastic. Great quality, seems nice and sturdy. Sparkly, glamorous and nicely packaged. My only concern (and this would be a personal preference which is why I'm keeping it at 5 stars) is the clasp for the upper part of the earring that climbs, I think wearing them for long periods of time may cause discomfort to some.",1
"Package, timing and delivery was absolutely amazing!! The earring are even better & exactly what I wanted. Thank you so much for being amazing!!!",1
Amazing jewellery!!!!!,1
Really beautiful and unique! They don't sit as flush to the ear as in the picture but I was already expecting that from past reviews. Planning on just using a little bit of facial glue to have them sit the way I want. Can't wait to wear them for my wedding! Thank you!,1
I would absolutely order from the owner of the shop again and again! She was unbelievably sweet and with outstanding costumer service. The wrong earrings were accidentally put into my order and she fixed it before I even got the package. Beautiful jewelry and I seriously can't wait to wear it for my wedding day!,1
Absolutely beautiful! I was so surprised at how much more beautiful it was in person. It arrived very quick and I could not be more excited to have purchased this for my wedding.,1
Omg! I absolutely LOVE my new earrings! I cannot wait to wear them for my wedding ❤️,1
These earrings are gorgeous! Even more so in person. And great customer service. Highly recommend!,1
Gorgeous! Better than expected! I am so excited to wear them on my wedding day.,1
gorgeous!!,1
"The earrings are beautiful and are exactly how they are pictured on here!  I might need to get different backs, as you can see the backs because my ears are so small.  That's a minor detail and they will look amazing with my wedding dress.  Thank you so much for offering these for sale, exactly what I was looking for!",1
"Great piece! Backing is adjustable too, which I didn't expect, but it makes these much more comfortable to wear",1
"I have received my order today! And this is what I wanted it! I really cannot wait to wear it! 
Ilona was being very helpful and patient for all my questions! I showed her my ear picture and asked her if the earrings would be stay on my ears and she recommended to add adjustable clips on the side so the earrings won't be slipping. excellent seller also earrings <3",1
Such beautiful earrings. It comes with backs that really hold on the earring and at the top their is a piece to hold it in place so it won't hang off your ear. They are even better than I expected!,1
Perfectly packaged with care. The earrings are delicate and stunning. They hold in place securely and is exactly as described. I love them,1
"These really are very special. I bought them not for a wedding but just for the Christmas party season and they are gorgeous. It took me a bit of time to work out how to ‘fit’ them properly to my ear but once they’re on, they’re very secure and surprisingly not heavy at all.",0
Stunning!!  Picture can’t be taken until wedding!,1
The earrings are gorgeous! Thank you for sending extra backings too. I loved them so much a had to order a bracelet from you too. Thanks again!,1
GORGEOUS!!! SO in love with them!!,1
BEAUTIFUL earrings! They are exactly what I was looking for to wear on my wedding day! Shipping was fast and seller was great to work with! Highly recommend :),1
Beautiful!,1
Great customer service!  No issues with earrings drooping as others have noted.  Product is gorgeous!,1
These earrings are beautiful! Exactly what I wanted for my wedding day,1
Absolutely beautiful! Love that there is a clasp on there to help them stay in place. Can't wait to wear these for my rehearsal!,1
Love these earrings! They will be the perfect bridal earrings! I will post another photo after I wear them for my wedding. Also they come with the Swarovski official tag with reference number!,1
Beautiful,1
Great quality and absolutely stunning!,1
Beautiful earrings that shipped super quickly and came with a certificate of authenticity. My bride hasn't seen them yet but I'm sure she'll love them,1
Stunning!!! I'm wearing these earrings for my wedding!,1
Love the earrings so much. They are even more beautiful than pictured and are perfect for my wedding. The backs are quite large though and I will need to replace with smaller ones so they don't show from the front.,1
"I received them very quickly, and they are just what I wanted. I love them!",1
"My earrings are beautiful! I cannot wait to wear them on my wedding day. I did not go with the first pair I ordered and was concerned about the return process but but Ilona sent me the preferred pair quickly and made the return a breeze. Excellent shop, excellent product!",1
The quality is excellent! And all of my questions about shipping were answered right away. <3,1
They were gorgeous and obviously made with love. Very unique piece for the most special day!,1
Stunning earrings! Exactly what I was looking for and can not wait to wear them on my wedding day!,1
These are just lovely!!! Thank you so much!,1
I got them 10 days after I made my order 🤗 they are perfect 😍 I can't wait to wear them on my wedding day..Ty iloniti 💕,1
Love these earrings! They will be perfect on my wedding day.,1
So beautiful - exactly what I hoped for in a bridal climber. Delivered exactly as pictured.,1
I can't wait to wear these on my wedding day! These earrings are beautiful! Thank you!,1
Purchased these earrings in the silver plated option. They are absolutely stunning and I cannot wait to wear them!,1
Even more beautiful in person! I cant wait to wear them on my wedding day,1
"Your jewellery is absolutely beautiful and in real life even better. I couldn't have been happier, thank you for the fast shipping and gorgeous earrings.",1
they are SO beautiful! thank you!!!!,1
Beautiful earrings!,1
Love these - very pretty.,1
So unique and beautiful !,1
"Absolutely stunning, thank you!!!",1
They arrived quick and look amazing! I love them and can’t wait to wear them on our wedding day!,1
"Gorgeous earrings. They really stand out. I didn't realize that it has a clip/screw on the back top half of the earring to secure it in place. I've been playing with it, but I just hope that it doesn't come loose and fall during my wedding.",1
These earrings are gorgeous and are going to be perfect for my wedding day!,1
They're gorgeous! And the seller was great to work with!,1
Beautiful. Thank you xx,1
"beautiful, great quality and arrived quickly!",1
"Very nice, I love them!",1
so beautiful for my wedding,1
Love it but they did stick out alittle from my ears x,1
A fantastic product and much appreciation to Ilona for all her help.,1
These are absolutely stunning. Cannot wait to wear them to my rehearsal dinner!,1
Great quality! A little smaller than I expected but still cute.,1
"Received on time for my wedding even with tight timescales. Lovely earrings, thank you",1
earrings are beautiful! can't wait to wear them for my wedding day.,1
Beautiful and unique!! Can't wait to wear them on my wedding day!,1
Pretty earrings. Sit a bit further back on my earlobe than the picture displayed. The cuff has a screw attachment to secure to upper ear which can be seen from the back. Pricey for what your receive.,0
"I bought these earrings for my wedding and I absolutely LOVED them. They look and feel high quality, and they looked beautiful at the wedding. 

My only small issue was that the clasp on the upper part of the earring was not angled in a way that easily fit my ears. I’m not sure if it’s just my ear shape, but I had to have help getting the earrings on. However, they did still fit, they stayed on all day, they looked beautiful, and I wouldn’t change earrings if I had the chance! And to be fair to the shop, I didn’t try these on ahead of time (my fault) so I did not get the chance to discuss this with the shop or get it corrected.",0
"These remind me of my mothers jewelry from the 50's. Lots of sparkle, lots of fun!",1
Exactly as pictured! Thank you! So pretty!,1
Earrings are absolutely beautiful and the seller was lovely!,1
Beautiful earrings! So blingy. I can't wait to wear for my wedding.,1
They are perfect for my wedding!,1
Absolutely beautiful with amazingly helpful sellers :) Thank you!,1
Received this item very quickly....they were much more lovely in person .... so exquisite!,1
these are lovely and look exactly as pictured. They have a clip to help them stay in place on your ear. Looking forward to wearing these on my wedding day.,1
"Absolutely  beautiful, can't wait to wear them for my wedding",1
"Beautiful, just like the picture.",1
Exactly what I was wanting and expecting.  Packaging was beautiful.,1
I thought earrings  would be less yellow based off of the description and picture. Item came very fast!!!!,0
I got these to wear at my wedding. I can not wait. They are perfect.,1
"Beautiful and great quality, can't wait to wear them for my wedding!",1
So beautiful!! I can’t wait to wear them on my wedding day!,1
The earnings are perfect. I can't wait to wear them at my wedding.,1
"Beautiful, exactly as in pictures!",1
These arrived quickly as expected and look amazing! I can't wait to wear them at my upcoming wedding.,1
Smaller than I thought but still really beautiful.,1
Looks beautiful and fits nice.,1
I love these! I can't wait to wear them!,1
"Bought these for my little cousin, as her quinceañera gift, absolutely beautiful! Can't wait to see these on her!",1
Exactly as ordered and quick shipping!,1
These are beautiful and just as described. They arrived quickly . Looking forward to wearing them for my daughters wedding.,1
"very odd earrings... they are for pierced ears but there also is a slip-on part? idk.... 

The earrings are beautiful though!",1
"Unfortuantely, other reviews were accurate. These earrings are so large and heavy that they pulled away from my ears, adn looked very odd. I was not happy with them, but Ilona was very helpful throughout the return process.",0
Nice earnings for wedding. Priced a bit high for the quality but wear well.,1
Didn’t fit my small ears but very pretty and nice quality.,1
"I was shocked by how sparkly these earrings are. The pictures don’t do them justice. So beautiful and perfect for my wedding. They are comfortable and light weight (which was important to me because I don’t wear earrings very often). 

The seller was so kind and quick to respond when I had a question about the shipping. She helped to track my package which I sincerely appreciated. The earrings only arrived 2 days outside of the estimated delivery window which she warned me from the start may happen due to world-wide COVID-19 delays. Overall very happy with this purchase and would highly recommend.",1
"I loved my earrings! They were a perfect match to my dress and got many compliments! They were also very unique and I was pleased with the order and even happier they came from Israel, my homeland. Thank you Dana for such beautiful jewelry! She was also very quick to answer and super responsive. Highly recommend!",1
"Absolutely love these earrings! I was hesitant to purchase them at first because they’re a bit pricey, but I looked everywhere and kept coming back to this design. Simple yet unique and elegant with great shine! Not too clunky - exactly what I was looking for! Shipped and delivered super fast!",1
Loveeee them!!!,1
"These are exactly as pictured and turned out perfect! I plan on wearing these for my wedding in September and they are the perfect size and sparkle. I love the cluster and jacket style of this earring. I found a lot of others I liked on Etsy, but all of them were too big, too ornate, and would take away from the rest of me. These, are gorgeous!! I am so excited to wear these on my wedding day. Thank you!",1
"Gorgeous! 

I was so excited to see these earnings for my wedding day. They are adjustable which is very nice and they look just like the photo.

Thank you for the prompt delivery and beautifully designed earrings ! 
LOVE THEM!",1
"Truly beautiful earrings. I saw the photos on this post and wondered if the earrings would look the same on...and I can confirm, they do! They are also excellent quality and clarity. There are 3 different height settings to adjust the ear jacket to your ear size. I wore these for my wedding and highly recommend!",1
The earrings are beautiful. Absolutely perfect. Great customer service.Dana was very responsive and great to work with. Highly recommend.,1
The loveliest shop owner! Dana was so kind and helpful! We managed to surprise a bride to be with these stunning earrings for her wedding day! Highly recommend and would shop again! x,1
I ordered these last minute as a previous order didn’t work out. TheLadyBride sent them so quickly and they were perfect! Thank you so much for adding to my wedding day.,1
Wore these for my wedding and looked stunning!,1
"These Look beautiful. Packaged nicely and were shipped quickly! 
Thanks",1
I LOVE these earrings. Purchased them for my wedding which is in a few weeks. They're perfect! Thank you.,1
"I love them! I wasn’t sure if they would look as good on me as in the pictures, but they do! Excited to wear them for my wedding!",1
So stunning love the modern look,1
Dana dispatched these earrings so quickly and they arrived beautifully packaged. I was worried the studs would be too small for my ear (I used to have one stretched) but thankfully there's no issue and they look beautiful! Perfect for my wedding,1
"Such pretty earring, I cannot wait to wear them at my wedding! 
The communication with the shop was brilliant. (they made me aware that there were holidays that could extend the delivery dates) Thanks",1
These earrings are beautiful!! I got them for my wedding and can’t wait to wear them. They took a while to ship and arrive but Dana was so helpful & responsive throughout the process.,1
So happy with the earrings are gorgeous!,1
Beautifully elegant earrings! Great quality and perfect for any event!,1
Love these earrings. Great quality!,1
Love these earrings! I’d recommend them to a friend.,1
These earrings are beautiful! They fit with my dress perfectly and I cannot wait to wear them!,1
I can’t wait to wear on my wedding day!,1
Gorgeous earrings. I love the ear jacket style.,1
"Love them, planning to wear for my wedding.",1
"J’ai reçu les boucles d’oreilles , elles sont encore plus jolies en vrai je recommande sans hésiter .",0
"Fast shipping. The earring are nice, will be using them for my special day.",1
The earrings were beautiful and arrived in a timely manner. Thank you so much!,1
"Beautiful earrings and I recieved a little surprise gift aswell, Thank you!",1
"Very nice, exactly as described and in pictures",1
"As pictured.  A bit difficult to put on and get right, but it doesn't detract from the look.",1
"Absolutely LOVE these! So unique :D Had some compliments on them too. 
I also suffer with allergies to nickel, chrome and gold and these are fine because they are as they say, silver 
Great service, thank you!",1
"I bought this as a gift and it is beautiful, and the packaging is so cute! Vera was very helpful and kind - I'll definitely be buying from her again!",1
Love these! I like how you have the option of just using the studs as well.,1
"My ears have always been really sensitive to metals and these earrings are not only BEAUTIFUL, but they're treating my ding dang sensitive-as-heck ears very well. I love this simple, elegant design and I'm going to buy more pairs. Thank you!",1
Earrings are gorgeous but I should have paid attention to the shop location as the postage and the customs duty cost more than the Earrings. Nevertheless they will make the recipient very happy,1
These are elegant. The item arrived as promised,1
Cute packaging.  Very cute earrings.,1
"Envoyé à temps, conforme à la description mais comme je le craignais, le clou a tendance à tourner sur lui-même et décale la figure géométrique.",1
Very nice earrings. Great packaging. Giving as a gift that I'm sure they will love.,1
"very cool, nice set of earrings, especially considering the affordable price",1
Love the earrings. Just as expected and fast shipping,1
Very pretty but both V shapes can not be adjusted properly to point down so it moves around during the day.,0
cute earrings! fast shipping! thank you,1
"These are super cute, can't wait to give them to my daughter for Christmas.",1
I absolutely love my M&M magnets! VelvetCove u Rock!!! These are so pretty they look like the real candies! The magnetic hold is very strong that one will hold a Cardstock paper on your fridge. One satisfied customer here. Thank you.,1
I am a teacher and I bought these to use in my math groups with my little ones.   They are perfect!  Thank you!,1
I just love my M&M’s magnets and as you can see they look pretty good on my fridge underneath the M&M NASCAR magnet that I have. Vroom vroom lets go racing boys!!,1
Thank you so much for my wonderful M&M magnets. They look 👀 pretty good on my fridge.,1
"The print was blurrier than expected and the shape of the bag was not quite as listed (more of a trapezoid), but the size is very good and perfect for what I needed.",1
Came very quick! Shirt looked great! Would definitely order from them again,1
Delivered promptly. Item is just as expected.,1
As advertised! Quick shipping too.,1
"Love the pouch, the colors..it’s durable. Really great, thanks!",1
Perfectly beautiful earrings!  I wore them on my wedding day and got so many compliments!,1
"Unique!  Only wish that that I can rotate the triangle in all directions to change up the look, but based on where my piercing is, it's difficult to get a full rotation or make it look even on both sides.  still love these though and I get compliments when I wear them",1
Love these!  Incredibly light weight and very cute.  I ordered them in gold.  I haven't removed them since they arrived and get lots of compliments!,1
Love love love my new earrings!! More beautiful than I imagined they would be. Made and packaged with care. I will be back for more. Thank you so much! Love and light to you and your family. Stay well.,1
Their great lots of complements!,1
I am so please with this owner ! My ears were reacting to the metal and the owner gladly sent me a pair that worked much better ! Beautiful quality and an overall great experience. Thank you so much!,1
"Exactly what I expected! They are a bit sharp, though, and will scratch skin that comes near it. Otherwise, they are simple and everyday-wearable.",1
Love the earrings! Slightly larger than the pic but still adorable.  Receive lots of compliments,1
Simply beautiful.,1
"This seller provides excellent customer service. My earjackets were lost in mail & a replacement pair arrived in the blink of an eye. I love these.  Really.  See my 2nd review, I bought another pair!",1
quality and very unique. i love these earrings!,1
"Quick ship. Love these ear jackets, so bought another pair in brass.",1
"Love everything I ordered... Some gifts for others, some treats for me!
Wonderful customer service and speedy shipping!!!
Will definitely be a return shopper!",1
Great quality and super cute!,1
These are my new favorite earrings!,1
"Wearing these everyday, don't want to take them out.  Thanks so much!  I have really small earlobes and they still look great!",1
Lovely finish. Just enough something special!,1
"Perfect! Just the right size, exactly what I was looking for!",1
Love these!! So cute!,1
"Beautiful, great quality! They are very comfortable and just as described!",1
I'm pleased with this purchase.  The jackets are cute and reasonably priced.,1
Cute!  The seller was so kind to keep in touch to make sure my order was to my liking.  Speedy and Professional:),1
These are different and fun and the quality is nice.  Service and communication was good and transaction went smoothly.   These earrings were a gift and look great on the recipient.,1
These are cute but much thinner than I expected.,1
"A PARTE DE TARDAR CASI UN MES EN LLEGAR, MUY DECEPCIONADA CON LA COMPRA.
MAL REMATADO, SE VE DE MUY MALA CALIDAD, Y NI ME LO PUEDO PONER PORQUE EL PALO ES MAS CORTO DE LO NORMAL Y NO LLEGA PARA PONER LA TUERCA.
MI EXPERIENCIA UN 0.",0
"I really like these, but they're a little big and don't sit straight.",1
Muy bonitos. Quedan bien en cualquier oreja. Bien diseñados,1
Unique and gorgeous design.,1
They arrived today and are beautiful!  Thank you so much! I look forward to wearing them. :),1
So cute and exactly as pictured! Goes with so many different looks and I've already had someone ask where I got them!,1
Item just as described & even more beautiful in person,1
"The small triangles are so thin and small that they barely show up. Maybe a raised surface might help. I think these would be great in gold or a (the adjective escapes me now) shiny silver. I don't think that, for me, the flat/brushed silver is good. Will give as a gift.",1
Très sympa comme style et qualité plutôt bonne.,1
"They feel a little heavy on my ears, but I’m sure I’ll get used to it the more I wear them. Other than that, I like them.",1
"Very pretty, very comfortable, and perfectly unique. True to picture.",1
The back triangle is a little bigger than I expected (but I also have very small earlobes). Definitely well made.,1
My roommate loved them! I got them as a gift and couldn’t stop gushing about them. Thank you!,1
Got these as a christmas present for a friend and she loved them! Very cute in person!,1
"Lovely, unique design.  Thank you!",1
"The earrings are a bit sharp, and they're difficult to put on because the hole in the backing of the large triangle is tiny (so that they don't budge when the smaller stud goes through). I also think if the earrings were slightly thicker they'd probably be more comfortable. However, they do look really cool once they're in your ears.",1
These were a gift for my sister. She really likes them. They are very pretty and nice quality.,1
I really do love these ear jackets. They look exactly as pictured but just a little sharp around the edges. This probably wouldn't be a problem for most but my two year old finds a way to hit them perfectly to pin the points into my neck.,1
"Minimalist design, much larger than expected and therefore I am unable to wear them. The design is great however.",1
"The earrings are cute and delivery was very fast.   The back triangle is not attached to the earring back, so it can be a little tricky to get on.",0
Too big for my small ears. But really beautiful. Not made with very strong material.,0
it was much bigger than expected,0
I only wear the small triangle front. My earlobes are too big to see the back one.,0
The jewelry looked cheap and it shouldn't when paying $40. The brass looked bent and used . I bought them as a gift for Xmas and I'm embarrassed .,0
Funky and cool looking earrings. Although the actual material is darker than in the picture.,0
"Emmanuela is truly amazing!!  The quality of her work and her designs are so worth waiting for.  Wow!  She is also super responsive when you have a question and no custom order is too complicated.  Great shop, great work, great artist!  I highly, highly recommend her.",1
They are stunning in real life!,1
I've now ordered 3 earrings from emmanuelaGR and I love them all! They're unique and well made. I get a ton of compliments. And they arrived quickly. I'll be back for more!,1
"Wow.  I love the earrings! High quality product, style and packaging.  I will most definitely be ordering again soon.  These are absolutely beautiful.",1
I. Love. These. Earrings! Incredibly fast international shipping despite a global pandemic. I will absolutely be buying more from this seller!,1
These earrings are so lovely and I've been wearing them all the time since I got them. Beautiful packaging too.,1
Love this minimalist design!,1
Soooo pretty - these earrings are BETTER than expected. Thanks!!!,1
I love love love these earrings!,1
It's unique and I love unique things.,1
Love these earrings!!! So cute! AND super fast delivery from Greece to US! Thank you!!!,1
Beautiful and unique!  Great design and workmanship.,1
These are really fun to wear! Love the rose gold color and the unique look.,1
"interesting design, kind of a challenge to get on, but will get easier as I wear them...shipping was good, even with the rules!  Thank you, will order from you again.",1
"Beautiful craftsmanship - it was worth the wait!
Shipped in an elegant bag/box
will buy again from this seller!!!!!! Easy!",1
Earrings are beautiful and just as pictured.  I purchased these as a gift and the packaging is perfect.  I don't have to do a thing.  Thank you!,1
Unique and elegant. I’m sure I’ll wear them for many different occasions.,1
"Fabulous! Thanks, Emmanuela!",1
"Super cute! Very well
Made. Thanks so much!",1
Very nice and well made...loving these!,1
Thank you!,1
"Simple, elegant and well done. The earrings were an instant hit.",1
awesome earrings!! super unique! and super fast shipping!! great transaction! will definitely order again! thanks!,1
"These are so unusual.  I will wear them often.

Also shipped very quickly with all the other items that I ordered.

Thank you!",1
"Cute earrings, shipped quickly!",1
They are the perfect gift! And the shipping was extremely fast!,1
Excellent service and an excellent product!,1
Very elegant and exquisite jewelry,1
Love these earrings! Arrived quickly!,1
Excellent - value for money - swift delivery.,1
Was a gift that was a huge success. They especially loved all the postage that was from Greece haha,1
Really fast shipping.  Nice earrings,1
"Great earrings, fast shipping.",1
Nice quality earrings. Very attractive and well-made,1
The earrings are delicate and unusual,1
"Very beautiful, and so was the pink pair of crystal studs I purchased as well. The seller has a keen eye for beauty. Package arrived quickly and in excellent shape.",1
Absolutely LOVE!,1
Love these earrings and shipping was so fast! Will be ordering from here again! Thanks💕,1
"Love them! All I get is compliments, they are perfect! 😍",1
Absolutely stunning and excellent quality. Exceptionally fast delivery. Highly recommend.,1
These earrings are absolutely stunning. Im so happy with my purchase. They showed up in great condition and didnt have to wait long for them to show up. I think they are great for casual and dressup.,1
Very happy to add these to my collection of jewelry. So beautiful.,1
"Hi, Yes I got my earrings on time and I love them.. I have ordered  a few things and been very happy with what I have ordered, ring and earrings .. Thank you...",1
"The shipping was a little slower than I expected. I ordered this item on March 9th and received it March 27th. However, the earrings are beautiful and worth the wait! The shop was also quick to respond to my message about the shipping and was very helpful and friendly. I will purchase from them again!",1
The earrings are so pretty and the packaging is adorable! Thank you!!,1
Love these earrings!!!  I get so many compliments!,1
Great earrings! I love them and shipping was fast!,1
so pretty! I love them!,1
I loved my earrings ! It’s my second purchase and will not be my last. ❤️,1
Loved these when I got them. Loved them until the ball separated from the post today. Looks like I’ll have to replace them through someone else.,1
"Love them. Sterling silver is all that my ears can handle, and they're so pretty. Exactly what I was looking for!",1
Love these! Sparkly and they go with everything! Have gotten tons of compliments on them!,1
Love these! They are my favorite every day earrings!,1
These earrings are absolutely stunning and very sparkly.  I love them.,1
I LOVE these earrings and have been wearing them everyday since I received them. Amazing quality and very comfortable. I'm sure this won't be my last purchase from this shop. :),1
"These earrings are even more beautiful in person! I love them!

After not receiving the first pair in the mail, I contacted the seller and she was fabulous to deal with. Great communication and she sent me another pair, which arrived in a timely manner.

Thank you again! 😊",1
So beautiful! I love them so much!,1
These are my new favorite earrings. Perfect for everyday.,1
"Came packaged very well in a gift bag that can be reused.  Love these silver stud, nicely made.  Fast delivery too :-)   Would love to see one in a light blue.....",1
So shiny and just perfect for a small earring!,1
Very cute and sparkly! I love them!,1
Great! Really beautiful and classy. Definitely not cheap or flimsy. Also they seem to agree with my ear piercings which tend to be sensitive to certain metals. Very happy! Would order from again.,1
Love these little earrings. I would definitely order from this shop again.,1
"LOVE these! Perfect Size, super cute",1
"I absolutely love my Savi Jewelry order, thank you!

I have never had any issues with an order being fragile or loose etc, I am not sure why others are saying they are having issues because I have ordered over 50 peices of jewelry in the past 3 years and Savi is the only place I now buy my jewels from. 

I order for family and friends for Birthdays and Christmas and no one has ever had an issue or complaints either and absolutely loves their Savi Jewelry. 

Thanks again",1
"These earrings are beautiful, I love them.",1
Beautiful earrings! Love the sparkle! Great service.,1
"Beautiful earrings, just love them! Fast shipping too. Will be ordering again!",1
I love these! They are so cute! Can wear with about anything!,1
Very beautiful and well made!,1
"This is my second purchase with this shop and once again, I'm very  happy. I cannot wait to give these beautiful earrings to my bridesmaids.",1
"Bought these for my bridesmaids, and I absolutely love them!! Very happy with this purchase :)",1
Beautiful earrings!  Super fast delivery!!,1
Prefect Christmas gift and so sparkly,1
Beautiful earrings! They go with everything!,1
"Pretty, don't irritate my ears! Shipping was fast",1
"Love them!!!Great product, great seller!",1
Very pretty and quite sparkly without being showy.,1
Loved them at first but it’s been about 2 months and the diamonds have almost all fallen out.,0
Love them.......  and shipped fast,1
Gorgeous earrings! 👌🏻,1
Exactly what have been looking for!!!,1
Like these a lot! Have not rusted and look nice dressed up or down,1
So excited to give these as Christmas gifts. Ordered 3 pairs and will be ordering more!,1
"Very cute, I love it",1
"Beautiful and exactly as pictured, but unfortunately after a couple of wears, the ball separated from the post.",1
Arrived on time and i love these sparkling earring .Thank you,1
"Nice quality earrings, very pretty. Arrived on time, pleased with purchase.",1
"Sweet earrings, great service! Love.",1
Beautiful earrings! Thank you so much!,1
Earrings are as beautiful as shown.,1
Beautiful!!!!! Great deal and fast shipping!!!!!!,1
item as described. thank you,1
Beautiful earrings and received very quickly!,1
"My wife loved it, so 5 star",1
Très joli petit bijou que j'ai reçu avec plaisir. C'est un très joli travail qui correspond tout à fait à ce que j'attendais. Merci beaucoup !,0
"Just recieved it today and i love it! It took about 3 weeks to ship to the US. I got the gold udjat bracelet and it is gorgeous. Light weight, nice to wear. And fits perfectly since I have smaller wrists. Love it and highly reccomend!",1
"Ι am an old customer and perhaps I am not entirely objective, but both the service and the ring have been exemplary. I will be coming back and I am very pleased...Thank you, once again...",0
"Bague vraiment très belle. Mr Michel Comte est accueillant, à l'écoute, disponible par tél si besoin, mais réalise surtout un travail d'une très belle qualité. J'ai été bluffé rapport qualité/prix.
Sincèrement, cette bague et moi sommes maintenant inséparables, et je suis très heureuse de l'avoir commandé à cet homme passionné par son métier.
Savoir qu'elle a été faite mains et non pas à la chaîne la rend d'autant plus belle, précieuse et magique à mes yeux. Je la recommande, et vous recommande cet artiste . Vous pouvez commander les yeux fermés. Merci à Vous Mr Comte.",0
"Bague vraiment très belle. Mr Michel Comte est accueillant, à l'écoute, disponible par tél si besoin, mais réalise surtout un travail d'une très belle qualité. J'ai été bluffé rapport qualité/prix.
Sincèrement, cette bague et moi sommes maintenant inséparables, et je suis très heureuse de l'avoir commandé à cet homme passionné par son métier.
Savoir qu'elle a été faite mains et non pas à la chaîne la rend d'autant plus belle, précieuse et magique à mes yeux. Je la recommande, et vous recommande cet artiste . Vous pouvez commander les yeux fermés. Merci à Vous Mr Comte.",0
